y_true,y_pred
136249728.657356,1.077692e+08
57655718.89387505,5.1661796e+07
129604750.97911508,1.0325922e+08
65659969.13733051,1.01464616e+08
34969961.21690818,2.9701864e+07
32933469.21490072,4.2142776e+07
74775436.5018106,5.4469652e+07
266264304.66872466,2.2114744e+08
300212165.201959,1.8142098e+08
10019061.634659003,2.2450098e+07
4975318.765551992,2.7499822e+07
98937609.26609069,7.5852296e+07
19975158.809539437,1.1978181e+07
101950708.04676476,1.198413e+08
65006641.528389476,8.516323e+07
132222940.62272716,1.5403547e+08
90422166.50445993,7.510971e+07
60008693.41855274,7.0582056e+07
129604750.97911508,1.6632066e+08
80197267.40504706,1.1526211e+08
136249728.657356,9.836408e+07
22976901.80662535,2.8260316e+07
53757835.97888369,5.3560876e+07
266264304.66872466,1.8095133e+08
89522450.91498001,8.9805096e+07
114949102.3390151,8.345218e+07
176706372.39577225,2.1324653e+08
187633284.21728548,2.6867827e+08
130907300.3813574,1.0804499e+08
26963644.051786218,1.832264e+07
21423521.245083287,3.0872328e+07
178482300.96318725,1.8155528e+08
98937609.26609069,7.82622e+07
89522450.91498001,1.3510197e+08
279915967.4948901,1.4119085e+08
65006641.528389476,6.366265e+07
14946683.593774399,2.0064614e+07
10962599.587501368,2.8892164e+07
189519030.07422003,1.0831509e+08
24890580.58235468,2.5128772e+07
129604750.97911508,1.306213e+08
25906384.44601858,4.033144e+07
60008693.41855274,6.563981e+07
96978513.34276429,1.5611213e+08
69720154.87505783,7.1729544e+07
93175931.44442067,1.5465723e+08
169777616.42877573,1.4977805e+08
29799435.251377594,2.5488298e+07
119640264.19819069,2.0596347e+08
134894021.20558435,7.396344e+07
159890537.74909166,1.5638094e+08
6783474.555766694,2.3302902e+07
119640264.19819069,9.691539e+07
59411596.94254284,5.4138304e+07
101950708.04676476,8.091749e+07
54843816.30259567,5.1795684e+07
113805339.66035822,9.714284e+07
159890537.74909166,1.5315778e+08
28918728.84196732,3.566624e+07
30098924.554667726,2.536139e+07
24890580.58235468,2.1289286e+07
18439395.618754897,1.2733428e+07
84309069.23126505,8.527083e+07
65006641.528389476,8.45021e+07
15556669.322844986,1.3801667e+07
30098924.554667726,3.3879276e+07
318776248.72895277,2.2393144e+08
129604750.97911508,1.0271295e+08
41866644.756578766,2.9163846e+07
32933469.21490072,3.0547538e+07
248263192.13467333,3.006587e+08
197253448.41573998,9.695034e+07
39036200.8312318,3.4610536e+07
69720154.87505783,1.01897096e+08
199235878.5302461,1.929331e+08
144674941.34526902,6.5925384e+07
32933469.21490072,6.962032e+07
58820441.67573725,3.984872e+07
36034955.08814159,7.796496e+07
61836230.209774315,5.206003e+07
149080949.25869176,1.4904394e+08
220189698.78888062,1.4558163e+08
199235878.5302461,1.3330076e+08
60008693.41855274,7.274914e+07
189519030.07422003,1.30527144e+08
77827079.95602347,8.319852e+07
76286000.52023272,7.7024024e+07
288440677.83109504,2.899193e+08
24890580.58235468,5.4806884e+07
101950708.04676476,9.892022e+07
129604750.97911508,1.4104846e+08
118449823.67912504,1.4242069e+08
892913259.2282063,2.1311602e+08
3992786.8352109445,1.6238597e+07
50123474.03822877,4.8658e+07
268940305.4191956,2.1577544e+08
82639637.80821343,1.01548056e+08
109342968.46481532,1.16949784e+08
155165058.21527496,8.348894e+07
328484430.81944376,1.7268603e+08
